valueCategory,temporal,temporal_type,georegion,georegion_type,pathogen,type,subtype,testResult,testResult_type,value,prctPathogenType,prctPathogenSubtype,prctTypeSubtype,prctPathogen,lowerCiPathogen,upperCiPathogen,prctPathogenMean3w,prctSamples,dataComplete,defaultView
detections,2023-W11,week,CH,country,influenza,B,unknown,positive,hht,0,NA,0,0,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W12,week,CH,country,influenza,A,all,positive,pcr,5,20.8,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W12,week,CH,country,influenza,B,all,positive,pcr,19,79.2,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W12,week,CH,country,influenza,A,h3n2,positive,hht,1,NA,4.2,20,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W12,week,CH,country,influenza,A,h1n1,positive,hht,4,NA,16.7,80,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W12,week,CH,country,influenza,A,unknown,positive,hht,0,NA,0,0,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W12,week,CH,country,influenza,B,victoria,positive,hht,19,NA,79.2,100,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W12,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,0,0,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W12,week,CH,country,influenza,B,unknown,positive,hht,0,NA,0,0,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W13,week,CH,country,influenza,A,all,positive,pcr,1,9.1,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W13,week,CH,country,influenza,B,all,positive,pcr,10,90.9,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W13,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,0,0,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W13,week,CH,country,influenza,A,h1n1,positive,hht,1,NA,9.1,100,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W13,week,CH,country,influenza,A,unknown,positive,hht,0,NA,0,0,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W13,week,CH,country,influenza,B,victoria,positive,hht,10,NA,90.9,100,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W13,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,0,0,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W13,week,CH,country,influenza,B,unknown,positive,hht,0,NA,0,0,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W14,week,CH,country,influenza,A,all,positive,pcr,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W14,week,CH,country,influenza,B,all,positive,pcr,6,100,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W14,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,0,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W14,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,0,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W14,week,CH,country,influenza,A,unknown,positive,hht,0,NA,0,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W14,week,CH,country,influenza,B,victoria,positive,hht,6,NA,100,100,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W14,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,0,0,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W14,week,CH,country,influenza,B,unknown,positive,hht,0,NA,0,0,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W15,week,CH,country,influenza,A,all,positive,pcr,1,100,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W15,week,CH,country,influenza,B,all,positive,pcr,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W15,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,0,0,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W15,week,CH,country,influenza,A,h1n1,positive,hht,1,NA,100,100,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W15,week,CH,country,influenza,A,unknown,positive,hht,0,NA,0,0,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W15,week,CH,country,influenza,B,victoria,positive,hht,0,NA,0,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W15,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,0,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W15,week,CH,country,influenza,B,unknown,positive,hht,0,NA,0,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W16,week,CH,country,influenza,A,all,positive,pcr,1,25,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W16,week,CH,country,influenza,B,all,positive,pcr,3,75,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W16,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,0,0,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W16,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,0,0,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W16,week,CH,country,influenza,A,unknown,positive,hht,1,NA,25,100,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W16,week,CH,country,influenza,B,victoria,positive,hht,3,NA,75,100,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W16,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,0,0,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W16,week,CH,country,influenza,B,unknown,positive,hht,0,NA,0,0,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W17,week,CH,country,influenza,A,all,positive,pcr,1,33.3,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W17,week,CH,country,influenza,B,all,positive,pcr,2,66.7,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W17,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,0,0,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W17,week,CH,country,influenza,A,h1n1,positive,hht,1,NA,33.3,100,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W17,week,CH,country,influenza,A,unknown,positive,hht,0,NA,0,0,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W17,week,CH,country,influenza,B,victoria,positive,hht,2,NA,66.7,100,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W17,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,0,0,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W17,week,CH,country,influenza,B,unknown,positive,hht,0,NA,0,0,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W18,week,CH,country,influenza,A,all,positive,pcr,1,33.3,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W18,week,CH,country,influenza,B,all,positive,pcr,2,66.7,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W18,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,0,0,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W18,week,CH,country,influenza,A,h1n1,positive,hht,1,NA,33.3,100,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W18,week,CH,country,influenza,A,unknown,positive,hht,0,NA,0,0,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W18,week,CH,country,influenza,B,victoria,positive,hht,2,NA,66.7,100,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W18,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,0,0,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W18,week,CH,country,influenza,B,unknown,positive,hht,0,NA,0,0,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W19,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W19,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W19,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W19,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W19,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W19,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W19,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W19,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W20,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W20,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W20,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W20,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W20,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W20,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W20,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W20,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W21,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W21,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W21,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W21,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W21,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W21,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W21,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W21,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W22,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W22,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W22,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W22,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W22,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W22,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W22,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W22,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W23,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W23,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W23,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W23,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W23,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W23,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W23,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W23,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W24,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W24,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W24,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W24,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W24,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W24,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W24,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W24,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W25,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W25,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W25,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W25,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W25,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W25,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W25,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W25,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W26,week,CH,country,influenza,A,all,positive,pcr,1,100,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W26,week,CH,country,influenza,B,all,positive,pcr,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W26,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,0,0,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W26,week,CH,country,influenza,A,h1n1,positive,hht,1,NA,100,100,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W26,week,CH,country,influenza,A,unknown,positive,hht,0,NA,0,0,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W26,week,CH,country,influenza,B,victoria,positive,hht,0,NA,0,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W26,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,0,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W26,week,CH,country,influenza,B,unknown,positive,hht,0,NA,0,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W27,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W27,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W27,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W27,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W27,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W27,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W27,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W27,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W28,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W28,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W28,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W28,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W28,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W28,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W28,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W28,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W29,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W29,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W29,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W29,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W29,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W29,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W29,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W29,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W30,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W30,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W30,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W30,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W30,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W30,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W30,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W30,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W31,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W31,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W31,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W31,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W31,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W31,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W31,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W31,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W32,week,CH,country,influenza,A,all,positive,pcr,1,50,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W32,week,CH,country,influenza,B,all,positive,pcr,1,50,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W32,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,0,0,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W32,week,CH,country,influenza,A,h1n1,positive,hht,1,NA,50,100,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W32,week,CH,country,influenza,A,unknown,positive,hht,0,NA,0,0,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W32,week,CH,country,influenza,B,victoria,positive,hht,1,NA,50,100,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W32,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,0,0,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W32,week,CH,country,influenza,B,unknown,positive,hht,0,NA,0,0,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W33,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W33,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W33,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W33,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W33,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W33,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W33,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W33,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W34,week,CH,country,influenza,A,all,positive,pcr,1,100,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W34,week,CH,country,influenza,B,all,positive,pcr,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W34,week,CH,country,influenza,A,h3n2,positive,hht,1,NA,100,100,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W34,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,0,0,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W34,week,CH,country,influenza,A,unknown,positive,hht,0,NA,0,0,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W34,week,CH,country,influenza,B,victoria,positive,hht,0,NA,0,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W34,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,0,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W34,week,CH,country,influenza,B,unknown,positive,hht,0,NA,0,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W35,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W35,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W35,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W35,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W35,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W35,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W35,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W35,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W36,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W36,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W36,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W36,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W36,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W36,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W36,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W36,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W37,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W37,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2023-W37,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
