valueCategory,temporal,temporal_type,georegion,georegion_type,agegroup,agegroup_type,sex,value,popExtrapolation,totalConsultationsExtrapolation,incValue,prctConsultations,prct,trend,dataComplete
consultations,2022-W06,week,region_1,sentinella_region,all,agegroup_ili_ari,all,2971.4,32238.8,2196,158.19,2.32,10.7,falling,TRUE
consultations,2022-W06,week,region_2,sentinella_region,all,agegroup_ili_ari,all,4705.9,34432.4,2236,322.37,4.96,16.9,falling,TRUE
consultations,2022-W06,week,region_3,sentinella_region,all,agegroup_ili_ari,all,6446.4,37314.1,2291,434.15,7.07,23.1,stagnant,TRUE
consultations,2022-W06,week,region_4,sentinella_region,all,agegroup_ili_ari,all,1881.5,25936.7,1421,223.62,4.08,6.7,stagnant,TRUE
consultations,2022-W06,week,region_5,sentinella_region,all,agegroup_ili_ari,all,9902,46376.9,2672,381.66,6.62,35.5,falling,TRUE
consultations,2022-W06,week,region_6,sentinella_region,all,agegroup_ili_ari,all,1973.4,12409.5,1044,354.57,4.21,7.1,falling,TRUE
consultations,2022-W07,week,CH,country,all,agegroup_ili_ari,all,22347,192502.7,11909,253.5,4.1,100,falling,TRUE
consultations,2022-W07,week,region_1,sentinella_region,all,agegroup_ili_ari,all,3385.8,29959,2042,180.25,2.64,14.5,stagnant,TRUE
consultations,2022-W07,week,region_2,sentinella_region,all,agegroup_ili_ari,all,3210,40473.1,2551,219.9,3.49,13.7,falling,TRUE
consultations,2022-W07,week,region_3,sentinella_region,all,agegroup_ili_ari,all,3643.8,38712.8,2334,245.4,4.07,15.6,falling,TRUE
consultations,2022-W07,week,region_4,sentinella_region,all,agegroup_ili_ari,all,1550.1,30396.4,1636,184.23,3.42,6.6,falling,TRUE
consultations,2022-W07,week,region_5,sentinella_region,all,agegroup_ili_ari,all,9771.2,40359.2,2304,376.62,6.6,41.7,stagnant,TRUE
consultations,2022-W07,week,region_6,sentinella_region,all,agegroup_ili_ari,all,1854.9,12602.2,1042,333.28,4.03,7.9,stagnant,TRUE
consultations,2022-W08,week,CH,country,all,agegroup_ili_ari,all,18424.2,177987.1,11069,209,3.36,100,falling,TRUE
consultations,2022-W08,week,region_1,sentinella_region,all,agegroup_ili_ari,all,1114.6,28647,1924,59.34,0.88,6.1,falling,TRUE
consultations,2022-W08,week,region_2,sentinella_region,all,agegroup_ili_ari,all,2005,37131.4,2334,137.35,2.19,10.9,falling,TRUE
consultations,2022-W08,week,region_3,sentinella_region,all,agegroup_ili_ari,all,3259.8,35528.9,2145,219.54,3.64,17.8,falling,TRUE
consultations,2022-W08,week,region_4,sentinella_region,all,agegroup_ili_ari,all,2122.8,21402.7,1155,252.3,4.68,11.6,rising,TRUE
consultations,2022-W08,week,region_5,sentinella_region,all,agegroup_ili_ari,all,8232.9,43173,2507,317.33,5.46,44.9,falling,TRUE
consultations,2022-W08,week,region_6,sentinella_region,all,agegroup_ili_ari,all,1609.4,12104,1004,289.16,3.49,8.8,falling,TRUE
consultations,2022-W09,week,CH,country,all,agegroup_ili_ari,all,24421.3,177957.5,10728,277.03,4.6,100,stagnant,TRUE
consultations,2022-W09,week,region_1,sentinella_region,all,agegroup_ili_ari,all,2150.6,23582.6,1580,114.49,1.71,9.1,stagnant,TRUE
consultations,2022-W09,week,region_2,sentinella_region,all,agegroup_ili_ari,all,2927.7,36896.4,2276,200.56,3.25,12.4,stagnant,TRUE
consultations,2022-W09,week,region_3,sentinella_region,all,agegroup_ili_ari,all,4687.2,36747.5,2153,315.67,5.39,19.9,rising,TRUE
consultations,2022-W09,week,region_4,sentinella_region,all,agegroup_ili_ari,all,2578.7,22839.1,1226,306.49,5.71,11,rising,TRUE
consultations,2022-W09,week,region_5,sentinella_region,all,agegroup_ili_ari,all,9761.9,48105,2706,376.26,6.69,41.5,stagnant,TRUE
consultations,2022-W09,week,region_6,sentinella_region,all,agegroup_ili_ari,all,1421.7,9786.7,787,255.45,3.18,6,falling,TRUE
consultations,2022-W10,week,CH,country,all,agegroup_ili_ari,all,30918.2,198444.6,12228,350.73,5.69,100,rising,TRUE
consultations,2022-W10,week,region_1,sentinella_region,all,agegroup_ili_ari,all,3091.1,34637.5,2330,164.56,2.45,9.6,rising,TRUE
consultations,2022-W10,week,region_2,sentinella_region,all,agegroup_ili_ari,all,3186.1,43525.5,2725,218.26,3.49,9.9,stagnant,TRUE
consultations,2022-W10,week,region_3,sentinella_region,all,agegroup_ili_ari,all,7329,29579.4,1768,493.59,8.26,22.7,rising,TRUE
consultations,2022-W10,week,region_4,sentinella_region,all,agegroup_ili_ari,all,2462.4,30068.2,1617,292.67,5.44,7.6,stagnant,TRUE
consultations,2022-W10,week,region_5,sentinella_region,all,agegroup_ili_ari,all,13648.9,48281.5,2770,526.08,9.17,42.3,rising,TRUE
consultations,2022-W10,week,region_6,sentinella_region,all,agegroup_ili_ari,all,2523.2,12352.4,1018,453.35,5.5,7.8,rising,TRUE
consultations,2022-W11,week,CH,country,all,agegroup_ili_ari,all,33164.4,196698.5,12666,376.21,5.84,100,stagnant,TRUE
consultations,2022-W11,week,region_1,sentinella_region,all,agegroup_ili_ari,all,3765.1,32428.3,2295,200.44,2.83,11.3,rising,TRUE
consultations,2022-W11,week,region_2,sentinella_region,all,agegroup_ili_ari,all,4399.3,40481.3,2638,301.37,4.62,13.1,rising,TRUE
consultations,2022-W11,week,region_3,sentinella_region,all,agegroup_ili_ari,all,6242.7,37104.8,2314,420.43,6.74,18.7,stagnant,TRUE
consultations,2022-W11,week,region_4,sentinella_region,all,agegroup_ili_ari,all,2379.1,24402.5,1384,282.76,4.99,7.1,stagnant,TRUE
consultations,2022-W11,week,region_5,sentinella_region,all,agegroup_ili_ari,all,14230.3,49772.8,2961,548.49,9.22,42.5,stagnant,TRUE
consultations,2022-W11,week,region_6,sentinella_region,all,agegroup_ili_ari,all,2447.1,12508.9,1074,439.69,5.12,7.3,stagnant,TRUE
consultations,2022-W12,week,CH,country,all,agegroup_ili_ari,all,28438.4,199317,12251,322.6,5.25,100,stagnant,TRUE
consultations,2022-W12,week,region_1,sentinella_region,all,agegroup_ili_ari,all,3456.1,33153.7,2254,183.99,2.71,11.9,stagnant,TRUE
consultations,2022-W12,week,region_2,sentinella_region,all,agegroup_ili_ari,all,4412.6,41352.1,2573,302.28,4.86,15.1,stagnant,TRUE
consultations,2022-W12,week,region_3,sentinella_region,all,agegroup_ili_ari,all,5323.6,37374.3,2239,358.53,5.98,18.3,falling,TRUE
consultations,2022-W12,week,region_4,sentinella_region,all,agegroup_ili_ari,all,1003.6,25989.2,1410,119.28,2.2,3.4,falling,TRUE
consultations,2022-W12,week,region_5,sentinella_region,all,agegroup_ili_ari,all,12210.5,50144.7,2846,470.64,8.29,41.9,falling,TRUE
consultations,2022-W12,week,region_6,sentinella_region,all,agegroup_ili_ari,all,2757.4,11303,929,495.44,6.03,9.5,stagnant,TRUE
consultations,2022-W13,week,CH,country,all,agegroup_ili_ari,all,19817.9,225080.1,13019,224.81,3.89,100,falling,TRUE
consultations,2022-W13,week,region_1,sentinella_region,all,agegroup_ili_ari,all,3985.6,37703.3,2385,212.18,3.35,19.3,stagnant,TRUE
consultations,2022-W13,week,region_2,sentinella_region,all,agegroup_ili_ari,all,3085.2,47787.6,2802,211.35,3.6,15,falling,TRUE
consultations,2022-W13,week,region_3,sentinella_region,all,agegroup_ili_ari,all,3520.3,40914.1,2309,237.08,4.2,17.1,falling,TRUE
consultations,2022-W13,week,region_4,sentinella_region,all,agegroup_ili_ari,all,910.5,32340.9,1650,108.22,2.12,4.4,stagnant,TRUE
consultations,2022-W13,week,region_5,sentinella_region,all,agegroup_ili_ari,all,6905.6,53725.4,2899,266.17,4.93,33.5,falling,TRUE
consultations,2022-W13,week,region_6,sentinella_region,all,agegroup_ili_ari,all,2207,12608.8,974,396.55,5.13,10.7,stagnant,TRUE
consultations,2022-W14,week,CH,country,all,agegroup_ili_ari,all,12780.5,220036.8,12321,144.98,2.59,100,falling,TRUE
consultations,2022-W14,week,region_1,sentinella_region,all,agegroup_ili_ari,all,3144.4,35843.2,2203,167.4,2.72,23.9,stagnant,TRUE
consultations,2022-W14,week,region_2,sentinella_region,all,agegroup_ili_ari,all,2322.3,50286.3,2834,159.09,2.82,17.6,falling,TRUE
consultations,2022-W14,week,region_3,sentinella_region,all,agegroup_ili_ari,all,1345.3,40838.7,2221,90.6,1.67,10.2,falling,TRUE
consultations,2022-W14,week,region_4,sentinella_region,all,agegroup_ili_ari,all,736.8,31974.6,1562,87.57,1.79,5.6,falling,TRUE
consultations,2022-W14,week,region_5,sentinella_region,all,agegroup_ili_ari,all,3834.8,47357.3,2478,147.81,2.82,29.1,falling,TRUE
consultations,2022-W14,week,region_6,sentinella_region,all,agegroup_ili_ari,all,1782.7,13736.8,1023,320.31,4.3,13.5,falling,TRUE
consultations,2022-W15,week,CH,country,all,agegroup_ili_ari,all,13511.3,172250.6,9424,153.27,2.8,100,stagnant,TRUE
consultations,2022-W15,week,region_1,sentinella_region,all,agegroup_ili_ari,all,2397.4,25073.1,1498,127.63,2.14,18.1,falling,TRUE
consultations,2022-W15,week,region_2,sentinella_region,all,agegroup_ili_ari,all,2540.1,37354.9,2057,174.01,3.16,19.2,stagnant,TRUE
consultations,2022-W15,week,region_3,sentinella_region,all,agegroup_ili_ari,all,2575.5,27673.7,1469,173.45,3.27,19.5,stagnant,TRUE
consultations,2022-W15,week,region_4,sentinella_region,all,agegroup_ili_ari,all,941.4,26812.1,1287,111.89,2.33,7.1,stagnant,TRUE
consultations,2022-W15,week,region_5,sentinella_region,all,agegroup_ili_ari,all,3102.4,42650,2188,119.58,2.33,23.5,falling,TRUE
consultations,2022-W15,week,region_6,sentinella_region,all,agegroup_ili_ari,all,1667,12686.8,925,299.52,4.11,12.6,stagnant,TRUE
consultations,2022-W16,week,CH,country,all,agegroup_ili_ari,all,10208.2,139892.2,7119,115.8,2.28,100,falling,TRUE
consultations,2022-W16,week,region_1,sentinella_region,all,agegroup_ili_ari,all,2564,16850.3,954,136.5,2.41,23.2,stagnant,TRUE
consultations,2022-W16,week,region_2,sentinella_region,all,agegroup_ili_ari,all,1552.6,33848.1,1757,106.36,2.05,14.1,falling,TRUE
consultations,2022-W16,week,region_3,sentinella_region,all,agegroup_ili_ari,all,1333.8,24491.1,1232,89.83,1.79,12.1,stagnant,TRUE
consultations,2022-W16,week,region_4,sentinella_region,all,agegroup_ili_ari,all,665.9,24008.8,1091,79.14,1.74,6,stagnant,TRUE
consultations,2022-W16,week,region_5,sentinella_region,all,agegroup_ili_ari,all,3660,35443.4,1725,141.07,2.9,33.1,stagnant,TRUE
consultations,2022-W16,week,region_6,sentinella_region,all,agegroup_ili_ari,all,1272,5250.5,360,228.55,3.33,11.5,falling,TRUE
consultations,2022-W17,week,CH,country,all,agegroup_ili_ari,all,7502.8,199735.9,10836,85.11,1.57,100,falling,TRUE
consultations,2022-W17,week,region_1,sentinella_region,all,agegroup_ili_ari,all,1434.2,26196.2,1561,76.35,1.28,19.5,falling,TRUE
consultations,2022-W17,week,region_2,sentinella_region,all,agegroup_ili_ari,all,2002.9,43001.2,2354,137.21,2.51,27.3,stagnant,TRUE
consultations,2022-W17,week,region_3,sentinella_region,all,agegroup_ili_ari,all,813.1,40178.2,2123,54.76,1.04,11.1,falling,TRUE
consultations,2022-W17,week,region_4,sentinella_region,all,agegroup_ili_ari,all,487.2,32808,1559,57.91,1.22,6.6,falling,TRUE
consultations,2022-W17,week,region_5,sentinella_region,all,agegroup_ili_ari,all,1843.1,43635.6,2230,71.04,1.39,25.1,falling,TRUE
consultations,2022-W17,week,region_6,sentinella_region,all,agegroup_ili_ari,all,759.9,13916.7,1009,136.53,1.88,10.4,falling,TRUE
consultations,2022-W18,week,CH,country,all,agegroup_ili_ari,all,6838.1,207561.5,11269,77.57,1.43,100,stagnant,TRUE
consultations,2022-W18,week,region_1,sentinella_region,all,agegroup_ili_ari,all,1275.1,33881.8,2014,67.88,1.14,18.9,falling,TRUE
consultations,2022-W18,week,region_2,sentinella_region,all,agegroup_ili_ari,all,1415.5,44342.8,2418,96.97,1.78,21,stagnant,TRUE
consultations,2022-W18,week,region_3,sentinella_region,all,agegroup_ili_ari,all,1137.5,39159.3,2067,76.61,1.45,16.9,stagnant,TRUE
consultations,2022-W18,week,region_4,sentinella_region,all,agegroup_ili_ari,all,501,26869.2,1274,59.55,1.26,7.4,stagnant,TRUE
consultations,2022-W18,week,region_5,sentinella_region,all,agegroup_ili_ari,all,1781.6,50969.8,2603,68.67,1.34,26.4,stagnant,TRUE
consultations,2022-W18,week,region_6,sentinella_region,all,agegroup_ili_ari,all,631.5,12338.6,893,113.47,1.57,9.4,falling,TRUE
consultations,2022-W19,week,CH,country,all,agegroup_ili_ari,all,5953.9,199874.8,11546,67.54,1.17,100,falling,TRUE
consultations,2022-W19,week,region_1,sentinella_region,all,agegroup_ili_ari,all,931.1,30261.2,1924,49.57,0.78,16.2,falling,TRUE
consultations,2022-W19,week,region_2,sentinella_region,all,agegroup_ili_ari,all,1210.1,44632,2598,82.9,1.42,21.1,falling,TRUE
consultations,2022-W19,week,region_3,sentinella_region,all,agegroup_ili_ari,all,800.8,40791.8,2297,53.93,0.96,13.9,stagnant,TRUE
consultations,2022-W19,week,region_4,sentinella_region,all,agegroup_ili_ari,all,817.4,22644.8,1140,97.15,1.93,14.2,rising,TRUE
consultations,2022-W19,week,region_5,sentinella_region,all,agegroup_ili_ari,all,1447.4,50184.6,2711,55.79,1.03,25.2,falling,TRUE
consultations,2022-W19,week,region_6,sentinella_region,all,agegroup_ili_ari,all,538.9,11360.4,876,96.83,1.26,9.4,falling,TRUE
consultations,2022-W20,week,CH,country,all,agegroup_ili_ari,all,6314.5,209414.2,12060,71.63,1.24,100,stagnant,TRUE
consultations,2022-W20,week,region_1,sentinella_region,all,agegroup_ili_ari,all,1172.3,33647.9,2128,62.41,0.99,18.5,stagnant,TRUE
consultations,2022-W20,week,region_2,sentinella_region,all,agegroup_ili_ari,all,1353.2,44230.8,2591,92.7,1.58,21.4,stagnant,TRUE
consultations,2022-W20,week,region_3,sentinella_region,all,agegroup_ili_ari,all,987,42125.3,2368,66.47,1.18,15.6,stagnant,TRUE
consultations,2022-W20,week,region_4,sentinella_region,all,agegroup_ili_ari,all,384,28483,1447,45.64,0.9,6.1,falling,TRUE
consultations,2022-W20,week,region_5,sentinella_region,all,agegroup_ili_ari,all,1929.2,49759.6,2666,74.36,1.39,30.5,stagnant,TRUE
consultations,2022-W20,week,region_6,sentinella_region,all,agegroup_ili_ari,all,498.4,11167.5,860,89.55,1.16,7.9,stagnant,TRUE
consultations,2022-W21,week,CH,country,all,agegroup_ili_ari,all,4350.4,168176.2,9222,49.35,0.9,100,falling,TRUE
consultations,2022-W21,week,region_1,sentinella_region,all,agegroup_ili_ari,all,552.4,23805.3,1445,29.41,0.48,13,falling,TRUE
consultations,2022-W21,week,region_2,sentinella_region,all,agegroup_ili_ari,all,567.1,36034,2012,38.85,0.7,13.3,falling,TRUE
consultations,2022-W21,week,region_3,sentinella_region,all,agegroup_ili_ari,all,890.6,30012.3,1611,59.98,1.12,20.9,stagnant,TRUE
consultations,2022-W21,week,region_4,sentinella_region,all,agegroup_ili_ari,all,459.7,25623.2,1238,54.64,1.13,10.8,stagnant,TRUE
consultations,2022-W21,week,region_5,sentinella_region,all,agegroup_ili_ari,all,1381,43207.8,2220,53.23,1.04,32.4,stagnant,TRUE
consultations,2022-W21,week,region_6,sentinella_region,all,agegroup_ili_ari,all,410.4,9493.7,696,73.73,1.01,9.6,falling,TRUE
consultations,2022-W22,week,CH,country,all,agegroup_ili_ari,all,5439.1,200986.4,11354,61.7,1.09,100,stagnant,TRUE
consultations,2022-W22,week,region_1,sentinella_region,all,agegroup_ili_ari,all,365.2,30869.5,1892,19.44,0.32,6.8,falling,TRUE
consultations,2022-W22,week,region_2,sentinella_region,all,agegroup_ili_ari,all,1026.8,44074.4,2518,70.34,1.23,19.2,stagnant,TRUE
consultations,2022-W22,week,region_3,sentinella_region,all,agegroup_ili_ari,all,838,38976.5,2143,56.44,1.03,15.7,stagnant,TRUE
consultations,2022-W22,week,region_4,sentinella_region,all,agegroup_ili_ari,all,550.2,29056,1439,65.39,1.32,10.3,rising,TRUE
consultations,2022-W22,week,region_5,sentinella_region,all,agegroup_ili_ari,all,2237.2,44067.5,2314,86.23,1.64,41.9,rising,TRUE
consultations,2022-W22,week,region_6,sentinella_region,all,agegroup_ili_ari,all,319.4,13942.5,1048,57.38,0.76,6,falling,TRUE
consultations,2022-W23,week,CH,country,all,agegroup_ili_ari,all,8082.8,166857.8,9766,91.69,1.57,100,rising,TRUE
consultations,2022-W23,week,region_1,sentinella_region,all,agegroup_ili_ari,all,1157.5,27586.7,1766,61.62,0.96,14.5,rising,TRUE
consultations,2022-W23,week,region_2,sentinella_region,all,agegroup_ili_ari,all,1237.4,35390.9,2094,84.77,1.43,15.5,rising,TRUE
consultations,2022-W23,week,region_3,sentinella_region,all,agegroup_ili_ari,all,984.5,30163.7,1706,66.3,1.17,12.4,rising,TRUE
consultations,2022-W23,week,region_4,sentinella_region,all,agegroup_ili_ari,all,996.4,24488.8,1254,118.42,2.31,12.5,rising,TRUE
consultations,2022-W23,week,region_5,sentinella_region,all,agegroup_ili_ari,all,2805.6,37914.7,2063,108.14,1.99,35.2,rising,TRUE
consultations,2022-W23,week,region_6,sentinella_region,all,agegroup_ili_ari,all,787.1,11312.9,883,141.43,1.81,9.9,rising,TRUE
consultations,2022-W24,week,CH,country,all,agegroup_ili_ari,all,8740.5,200696.8,11639,99.15,1.71,100,stagnant,TRUE
consultations,2022-W24,week,region_1,sentinella_region,all,agegroup_ili_ari,all,1111.8,32101.7,2055,59.19,0.92,13.2,stagnant,TRUE
consultations,2022-W24,week,region_2,sentinella_region,all,agegroup_ili_ari,all,1905.1,44442.4,2598,130.51,2.23,22.6,rising,TRUE
consultations,2022-W24,week,region_3,sentinella_region,all,agegroup_ili_ari,all,996.9,40212.1,2256,67.14,1.2,11.8,stagnant,TRUE
consultations,2022-W24,week,region_4,sentinella_region,all,agegroup_ili_ari,all,1105.3,23598.2,1196,131.37,2.59,13.1,rising,TRUE
consultations,2022-W24,week,region_5,sentinella_region,all,agegroup_ili_ari,all,2629.5,48346.2,2609,101.35,1.88,31.1,stagnant,TRUE
consultations,2022-W24,week,region_6,sentinella_region,all,agegroup_ili_ari,all,695.9,11996.2,925,125.04,1.62,8.2,stagnant,TRUE
consultations,2022-W25,week,CH,country,all,agegroup_ili_ari,all,11051.8,208176.8,12059,125.37,2.16,100,rising,TRUE
consultations,2022-W25,week,region_1,sentinella_region,all,agegroup_ili_ari,all,1378.2,34075.3,2164,73.37,1.16,12.5,rising,TRUE
consultations,2022-W25,week,region_2,sentinella_region,all,agegroup_ili_ari,all,2291.8,45223.5,2660,157,2.67,20.8,rising,TRUE
consultations,2022-W25,week,region_3,sentinella_region,all,agegroup_ili_ari,all,1432.6,36278.7,2057,96.48,1.7,13,rising,TRUE
consultations,2022-W25,week,region_4,sentinella_region,all,agegroup_ili_ari,all,825.6,31594.5,1605,98.12,1.93,7.5,falling,TRUE
consultations,2022-W25,week,region_5,sentinella_region,all,agegroup_ili_ari,all,4198.3,49436.2,2680,161.82,2.99,38,rising,TRUE
consultations,2022-W25,week,region_6,sentinella_region,all,agegroup_ili_ari,all,914.1,11568.5,893,164.24,2.13,8.3,rising,TRUE
consultations,2022-W26,week,CH,country,all,agegroup_ili_ari,all,13189.6,193822.8,11280,149.62,2.57,100,rising,TRUE
consultations,2022-W26,week,region_1,sentinella_region,all,agegroup_ili_ari,all,1361.1,30361.5,1944,72.46,1.13,10.5,stagnant,TRUE
consultations,2022-W26,week,region_2,sentinella_region,all,agegroup_ili_ari,all,3024.8,39573.2,2350,207.21,3.49,23.3,rising,TRUE
consultations,2022-W26,week,region_3,sentinella_region,all,agegroup_ili_ari,all,2059.2,41102.8,2340,138.68,2.44,15.9,rising,TRUE
consultations,2022-W26,week,region_4,sentinella_region,all,agegroup_ili_ari,all,1037.3,31633.4,1628,123.29,2.4,8,stagnant,TRUE
consultations,2022-W26,week,region_5,sentinella_region,all,agegroup_ili_ari,all,4090.4,41228.8,2245,157.66,2.9,31.5,stagnant,TRUE
consultations,2022-W26,week,region_6,sentinella_region,all,agegroup_ili_ari,all,1402.2,9923.1,773,251.94,3.23,10.8,rising,TRUE
consultations,2022-W27,week,CH,country,all,agegroup_ili_ari,all,12673,176689,9877,143.76,2.57,100,stagnant,TRUE
consultations,2022-W27,week,region_1,sentinella_region,all,agegroup_ili_ari,all,1211,24817.7,1514,64.47,1.06,9.7,falling,TRUE
consultations,2022-W27,week,region_2,sentinella_region,all,agegroup_ili_ari,all,2616.9,39604.2,2265,179.27,3.13,20.9,stagnant,TRUE
consultations,2022-W27,week,region_3,sentinella_region,all,agegroup_ili_ari,all,2331.1,23568.6,1286,156.99,2.88,18.6,rising,TRUE
consultations,2022-W27,week,region_4,sentinella_region,all,agegroup_ili_ari,all,803.6,33505.1,1659,95.51,1.93,6.4,stagnant,TRUE
consultations,2022-W27,week,region_5,sentinella_region,all,agegroup_ili_ari,all,4060,44731,2363,156.49,2.96,32.4,stagnant,TRUE
consultations,2022-W27,week,region_6,sentinella_region,all,agegroup_ili_ari,all,1489.5,10462.4,790,267.62,3.54,11.9,stagnant,TRUE
consultations,2022-W28,week,CH,country,all,agegroup_ili_ari,all,12865.2,176099.5,8927,145.94,2.88,100,stagnant,TRUE
consultations,2022-W28,week,region_1,sentinella_region,all,agegroup_ili_ari,all,985,26695.8,1504,52.44,0.93,7.9,falling,TRUE
consultations,2022-W28,week,region_2,sentinella_region,all,agegroup_ili_ari,all,1751.1,37513,1915,119.96,2.35,14,falling,TRUE
consultations,2022-W28,week,region_3,sentinella_region,all,agegroup_ili_ari,all,2550.2,19214.3,948,171.75,3.48,20.4,stagnant,TRUE
consultations,2022-W28,week,region_4,sentinella_region,all,agegroup_ili_ari,all,1413.8,26185,1169,168.04,3.76,11.3,rising,TRUE
consultations,2022-W28,week,region_5,sentinella_region,all,agegroup_ili_ari,all,4285.8,55695.1,2661,165.19,3.46,34.3,stagnant,TRUE
consultations,2022-W28,week,region_6,sentinella_region,all,agegroup_ili_ari,all,1495,10796.2,730,268.61,3.97,12,stagnant,TRUE
consultations,2022-W29,week,CH,country,all,agegroup_ili_ari,all,11233.4,205598.8,9323,127.43,2.81,100,falling,TRUE
consultations,2022-W29,week,region_1,sentinella_region,all,agegroup_ili_ari,all,758.3,34681.1,1698,40.37,0.82,7,falling,TRUE
consultations,2022-W29,week,region_2,sentinella_region,all,agegroup_ili_ari,all,2138,51207.8,2303,146.46,3.26,19.7,stagnant,TRUE
consultations,2022-W29,week,region_3,sentinella_region,all,agegroup_ili_ari,all,2338.8,27934.5,1226,157.51,3.59,21.6,stagnant,TRUE
consultations,2022-W29,week,region_4,sentinella_region,all,agegroup_ili_ari,all,1261.6,22007,872,149.95,3.78,11.6,stagnant,TRUE
consultations,2022-W29,week,region_5,sentinella_region,all,agegroup_ili_ari,all,3635.3,56380.9,2426,140.12,3.26,33.5,falling,TRUE
consultations,2022-W29,week,region_6,sentinella_region,all,agegroup_ili_ari,all,706.7,13387.5,798,126.98,2.13,6.5,falling,TRUE
consultations,2022-W30,week,CH,country,all,agegroup_ili_ari,all,8542.1,208459.4,8043,96.9,2.51,100,falling,TRUE
consultations,2022-W30,week,region_1,sentinella_region,all,agegroup_ili_ari,all,709.3,31778.8,1327,37.76,0.9,8.3,stagnant,TRUE
consultations,2022-W30,week,region_2,sentinella_region,all,agegroup_ili_ari,all,1363.4,43898.6,1662,93.4,2.47,15.9,falling,TRUE
consultations,2022-W30,week,region_3,sentinella_region,all,agegroup_ili_ari,all,1151.8,51567.4,1934,77.57,2.07,13.4,falling,TRUE
consultations,2022-W30,week,region_4,sentinella_region,all,agegroup_ili_ari,all,1213.2,29821,1022,144.19,4.21,14.1,stagnant,TRUE
consultations,2022-W30,week,region_5,sentinella_region,all,agegroup_ili_ari,all,3572.3,37765.7,1405,137.69,3.7,41.6,stagnant,TRUE
consultations,2022-W30,week,region_6,sentinella_region,all,agegroup_ili_ari,all,571.8,13627.9,693,102.73,2.02,6.7,falling,TRUE
consultations,2022-W31,week,CH,country,all,agegroup_ili_ari,all,5833.1,202520.8,6400,66.17,2.09,100,falling,TRUE
consultations,2022-W31,week,region_1,sentinella_region,all,agegroup_ili_ari,all,833.8,22527.6,792,44.39,1.26,13.5,stagnant,TRUE
consultations,2022-W31,week,region_2,sentinella_region,all,agegroup_ili_ari,all,1041,44875,1362,71.31,2.35,16.8,falling,TRUE
consultations,2022-W31,week,region_3,sentinella_region,all,agegroup_ili_ari,all,596.6,49781.5,1555,40.18,1.29,9.6,falling,TRUE
consultations,2022-W31,week,region_4,sentinella_region,all,agegroup_ili_ari,all,585.6,41668.5,1186,69.6,2.45,9.5,falling,TRUE
consultations,2022-W31,week,region_5,sentinella_region,all,agegroup_ili_ari,all,2657.2,33196.5,1030,102.42,3.3,42.9,falling,TRUE
consultations,2022-W31,week,region_6,sentinella_region,all,agegroup_ili_ari,all,478.4,10471.6,475,85.95,1.89,7.7,falling,TRUE
consultations,2022-W32,week,CH,country,all,agegroup_ili_ari,all,7910.9,216169.3,9131,89.74,2.12,100,stagnant,TRUE
consultations,2022-W32,week,region_1,sentinella_region,all,agegroup_ili_ari,all,253.6,22227.3,1036,13.5,0.29,3.5,falling,TRUE
consultations,2022-W32,week,region_2,sentinella_region,all,agegroup_ili_ari,all,1630,53733.8,2274,111.66,2.64,22.6,rising,TRUE
consultations,2022-W32,week,region_3,sentinella_region,all,agegroup_ili_ari,all,1110.8,42772.4,1782,74.81,1.8,15.4,stagnant,TRUE
consultations,2022-W32,week,region_4,sentinella_region,all,agegroup_ili_ari,all,748.7,39335,1485,88.98,2.36,10.4,stagnant,TRUE
consultations,2022-W32,week,region_5,sentinella_region,all,agegroup_ili_ari,all,2771.1,47747,1955,106.81,2.61,38.4,stagnant,TRUE
consultations,2022-W32,week,region_6,sentinella_region,all,agegroup_ili_ari,all,698.8,10353.8,599,125.56,2.17,9.7,rising,TRUE
consultations,2022-W33,week,CH,country,all,agegroup_ili_ari,all,7865.1,211838.1,10361,89.22,1.82,100,stagnant,TRUE
consultations,2022-W33,week,region_1,sentinella_region,all,agegroup_ili_ari,all,889.6,27447.7,1473,47.36,0.88,11.7,stagnant,TRUE
consultations,2022-W33,week,region_2,sentinella_region,all,agegroup_ili_ari,all,1297.4,47255,2320,88.88,1.81,17.1,stagnant,TRUE
consultations,2022-W33,week,region_3,sentinella_region,all,agegroup_ili_ari,all,1250.5,43932.8,2109,84.22,1.75,16.5,rising,TRUE
consultations,2022-W33,week,region_4,sentinella_region,all,agegroup_ili_ari,all,902.7,29826.6,1291,107.29,2.48,11.9,rising,TRUE
consultations,2022-W33,week,region_5,sentinella_region,all,agegroup_ili_ari,all,2464.2,52640.9,2463,94.98,2.03,32.5,stagnant,TRUE
consultations,2022-W33,week,region_6,sentinella_region,all,agegroup_ili_ari,all,777.7,10735.1,705,139.73,2.13,10.3,rising,TRUE
consultations,2022-W34,week,CH,country,all,agegroup_ili_ari,all,7129.9,197824.3,11088,80.88,1.44,100,stagnant,TRUE
consultations,2022-W34,week,region_1,sentinella_region,all,agegroup_ili_ari,all,764.9,29472.2,1814,40.72,0.66,11.8,stagnant,TRUE
consultations,2022-W34,week,region_2,sentinella_region,all,agegroup_ili_ari,all,1038.5,42168.1,2376,71.14,1.26,16,falling,TRUE
consultations,2022-W34,week,region_3,sentinella_region,all,agegroup_ili_ari,all,1862.1,38274.2,2092,125.41,2.29,28.6,rising,TRUE
