valueCategory,temporal,temporal_type,georegion,georegion_type,subtype,testResult,testResult_type,value,prct,lowerCi,upperCi,prctMean3w,dataComplete,defaultView
detections_hospitalisations,2022-W34,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,17.3,0,TRUE,TRUE
detections_hospitalisations,2022-W34,iso_week,CHFL,CHFL,XBB,positive,pcr,0,0,0,17.3,0,TRUE,TRUE
detections_hospitalisations,2022-W34,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,17.3,0.4,TRUE,FALSE
samples_hospitalisations,2022-W34,iso_week,CHFL,CHFL,all,positive,pcr,74,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2022-W35,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,14,0,TRUE,FALSE
detections_hospitalisations,2022-W35,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,14,0.9,TRUE,FALSE
detections_hospitalisations,2022-W35,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,1,1.1,0.1,15.8,0.9,TRUE,TRUE
detections_hospitalisations,2022-W35,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,14,0,TRUE,TRUE
detections_hospitalisations,2022-W35,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,14,1.9,TRUE,FALSE
detections_hospitalisations,2022-W35,iso_week,CHFL,CHFL,BA.5,positive,pcr,93,97.9,82.6,99.8,95.9,TRUE,TRUE
detections_hospitalisations,2022-W35,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,14,0,TRUE,TRUE
detections_hospitalisations,2022-W35,iso_week,CHFL,CHFL,XBB,positive,pcr,0,0,0,14,0,TRUE,TRUE
detections_hospitalisations,2022-W35,iso_week,CHFL,CHFL,other,positive,pcr,1,1.1,0.1,15.8,0.4,TRUE,FALSE
samples_hospitalisations,2022-W35,iso_week,CHFL,CHFL,all,positive,pcr,95,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2022-W36,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,20.5,0,TRUE,FALSE
detections_hospitalisations,2022-W36,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,20.5,0,TRUE,FALSE
detections_hospitalisations,2022-W36,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,1,1.7,0.1,23.1,0.9,TRUE,TRUE
detections_hospitalisations,2022-W36,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,20.5,0,TRUE,TRUE
detections_hospitalisations,2022-W36,iso_week,CHFL,CHFL,BA.4,positive,pcr,1,1.7,0.1,23.1,1,TRUE,FALSE
detections_hospitalisations,2022-W36,iso_week,CHFL,CHFL,BA.5,positive,pcr,58,96.7,74.5,99.7,96.9,TRUE,TRUE
detections_hospitalisations,2022-W36,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,20.5,0.4,TRUE,TRUE
detections_hospitalisations,2022-W36,iso_week,CHFL,CHFL,XBB,positive,pcr,0,0,0,20.5,0,TRUE,TRUE
detections_hospitalisations,2022-W36,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,20.5,0.8,TRUE,FALSE
samples_hospitalisations,2022-W36,iso_week,CHFL,CHFL,all,positive,pcr,60,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2022-W37,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,16.9,0,TRUE,FALSE
detections_hospitalisations,2022-W37,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,16.9,0.3,TRUE,FALSE
detections_hospitalisations,2022-W37,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,16.9,0.6,TRUE,TRUE
detections_hospitalisations,2022-W37,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,16.9,0,TRUE,TRUE
detections_hospitalisations,2022-W37,iso_week,CHFL,CHFL,BA.4,positive,pcr,1,1.3,0.1,19.1,1.9,TRUE,FALSE
detections_hospitalisations,2022-W37,iso_week,CHFL,CHFL,BA.5,positive,pcr,73,96.1,77.1,99.4,94.4,TRUE,TRUE
detections_hospitalisations,2022-W37,iso_week,CHFL,CHFL,BQ.1,positive,pcr,1,1.3,0.1,19.1,2.2,TRUE,TRUE
detections_hospitalisations,2022-W37,iso_week,CHFL,CHFL,XBB,positive,pcr,0,0,0,16.9,0,TRUE,TRUE
detections_hospitalisations,2022-W37,iso_week,CHFL,CHFL,other,positive,pcr,1,1.3,0.1,19.1,0.7,TRUE,FALSE
samples_hospitalisations,2022-W37,iso_week,CHFL,CHFL,all,positive,pcr,76,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2022-W38,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,12.1,0,TRUE,FALSE
detections_hospitalisations,2022-W38,iso_week,CHFL,CHFL,BA.2,positive,pcr,1,0.9,0.1,13.6,0.3,TRUE,FALSE
detections_hospitalisations,2022-W38,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,12.1,0.5,TRUE,TRUE
detections_hospitalisations,2022-W38,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,12.1,0,TRUE,TRUE
detections_hospitalisations,2022-W38,iso_week,CHFL,CHFL,BA.4,positive,pcr,3,2.7,0.4,16.4,3.2,TRUE,FALSE
detections_hospitalisations,2022-W38,iso_week,CHFL,CHFL,BA.5,positive,pcr,102,90.3,74,96.8,90.9,TRUE,TRUE
detections_hospitalisations,2022-W38,iso_week,CHFL,CHFL,BQ.1,positive,pcr,6,5.3,1.2,20.2,4.5,TRUE,TRUE
detections_hospitalisations,2022-W38,iso_week,CHFL,CHFL,XBB,positive,pcr,0,0,0,12.1,0,TRUE,TRUE
detections_hospitalisations,2022-W38,iso_week,CHFL,CHFL,other,positive,pcr,1,0.9,0.1,13.6,0.7,TRUE,FALSE
samples_hospitalisations,2022-W38,iso_week,CHFL,CHFL,all,positive,pcr,113,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2022-W39,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,9.6,0,TRUE,FALSE
detections_hospitalisations,2022-W39,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,9.6,0.4,TRUE,FALSE
detections_hospitalisations,2022-W39,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,2,1.4,0.1,11.9,0.5,TRUE,TRUE
detections_hospitalisations,2022-W39,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,9.6,0,TRUE,TRUE
detections_hospitalisations,2022-W39,iso_week,CHFL,CHFL,BA.4,positive,pcr,8,5.5,1.5,18,3.5,TRUE,FALSE
detections_hospitalisations,2022-W39,iso_week,CHFL,CHFL,BA.5,positive,pcr,126,86.3,71.6,94,88,TRUE,TRUE
detections_hospitalisations,2022-W39,iso_week,CHFL,CHFL,BQ.1,positive,pcr,10,6.8,2.1,19.8,7.3,TRUE,TRUE
detections_hospitalisations,2022-W39,iso_week,CHFL,CHFL,XBB,positive,pcr,0,0,0,9.6,0,TRUE,TRUE
detections_hospitalisations,2022-W39,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,9.6,0.3,TRUE,FALSE
samples_hospitalisations,2022-W39,iso_week,CHFL,CHFL,all,positive,pcr,146,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2022-W40,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,6.5,0,TRUE,FALSE
detections_hospitalisations,2022-W40,iso_week,CHFL,CHFL,BA.2,positive,pcr,1,0.4,0,7.3,0.3,TRUE,FALSE
detections_hospitalisations,2022-W40,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,6.5,1.2,TRUE,TRUE
detections_hospitalisations,2022-W40,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,6.5,0,TRUE,TRUE
detections_hospitalisations,2022-W40,iso_week,CHFL,CHFL,BA.4,positive,pcr,5,2.2,0.5,10.2,3.1,TRUE,FALSE
detections_hospitalisations,2022-W40,iso_week,CHFL,CHFL,BA.5,positive,pcr,196,87.5,76.3,93.8,83,TRUE,TRUE
detections_hospitalisations,2022-W40,iso_week,CHFL,CHFL,BQ.1,positive,pcr,22,9.8,4.4,20.4,12.1,TRUE,TRUE
detections_hospitalisations,2022-W40,iso_week,CHFL,CHFL,XBB,positive,pcr,0,0,0,6.5,0.2,TRUE,TRUE
detections_hospitalisations,2022-W40,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,6.5,0.2,TRUE,FALSE
samples_hospitalisations,2022-W40,iso_week,CHFL,CHFL,all,positive,pcr,224,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2022-W41,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,7.4,0,TRUE,FALSE
detections_hospitalisations,2022-W41,iso_week,CHFL,CHFL,BA.2,positive,pcr,1,0.5,0,8.4,0.3,TRUE,FALSE
detections_hospitalisations,2022-W41,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,4,2.1,0.4,10.9,0.9,TRUE,TRUE
detections_hospitalisations,2022-W41,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,7.4,0,TRUE,TRUE
detections_hospitalisations,2022-W41,iso_week,CHFL,CHFL,BA.4,positive,pcr,3,1.6,0.2,10.1,2.3,TRUE,FALSE
detections_hospitalisations,2022-W41,iso_week,CHFL,CHFL,BA.5,positive,pcr,145,75.1,61.3,85.2,80.2,TRUE,TRUE
detections_hospitalisations,2022-W41,iso_week,CHFL,CHFL,BQ.1,positive,pcr,38,19.7,10.9,33,15.8,TRUE,TRUE
detections_hospitalisations,2022-W41,iso_week,CHFL,CHFL,XBB,positive,pcr,1,0.5,0,8.4,0.2,TRUE,TRUE
detections_hospitalisations,2022-W41,iso_week,CHFL,CHFL,other,positive,pcr,1,0.5,0,8.4,0.3,TRUE,FALSE
samples_hospitalisations,2022-W41,iso_week,CHFL,CHFL,all,positive,pcr,193,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2022-W42,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,7.4,0,TRUE,FALSE
detections_hospitalisations,2022-W42,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,7.4,0.6,TRUE,FALSE
detections_hospitalisations,2022-W42,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,1,0.5,0,8.3,1.5,TRUE,TRUE
detections_hospitalisations,2022-W42,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,7.4,0,TRUE,TRUE
detections_hospitalisations,2022-W42,iso_week,CHFL,CHFL,BA.4,positive,pcr,6,3.1,0.7,12.4,1.6,TRUE,FALSE
detections_hospitalisations,2022-W42,iso_week,CHFL,CHFL,BA.5,positive,pcr,152,77.9,64.5,87.3,74.8,TRUE,TRUE
detections_hospitalisations,2022-W42,iso_week,CHFL,CHFL,BQ.1,positive,pcr,35,17.9,9.6,31,20.9,TRUE,TRUE
detections_hospitalisations,2022-W42,iso_week,CHFL,CHFL,XBB,positive,pcr,0,0,0,7.4,0.2,TRUE,TRUE
detections_hospitalisations,2022-W42,iso_week,CHFL,CHFL,other,positive,pcr,1,0.5,0,8.3,0.3,TRUE,FALSE
samples_hospitalisations,2022-W42,iso_week,CHFL,CHFL,all,positive,pcr,195,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2022-W43,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,9.3,0,TRUE,FALSE
detections_hospitalisations,2022-W43,iso_week,CHFL,CHFL,BA.2,positive,pcr,2,1.3,0.1,11.6,0.4,TRUE,FALSE
detections_hospitalisations,2022-W43,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,3,2,0.3,12.6,1.4,TRUE,TRUE
detections_hospitalisations,2022-W43,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,9.3,0,TRUE,TRUE
detections_hospitalisations,2022-W43,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,9.3,1.8,TRUE,FALSE
detections_hospitalisations,2022-W43,iso_week,CHFL,CHFL,BA.5,positive,pcr,108,71.5,55.6,83.4,71.2,TRUE,TRUE
detections_hospitalisations,2022-W43,iso_week,CHFL,CHFL,BQ.1,positive,pcr,38,25.2,14,40.9,25,TRUE,TRUE
detections_hospitalisations,2022-W43,iso_week,CHFL,CHFL,XBB,positive,pcr,0,0,0,9.3,0,TRUE,TRUE
detections_hospitalisations,2022-W43,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,9.3,0.2,TRUE,FALSE
samples_hospitalisations,2022-W43,iso_week,CHFL,CHFL,all,positive,pcr,151,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2022-W44,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,10.7,0,TRUE,FALSE
detections_hospitalisations,2022-W44,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,10.7,0.6,TRUE,FALSE
detections_hospitalisations,2022-W44,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,2,1.6,0.2,13.3,1.8,TRUE,TRUE
detections_hospitalisations,2022-W44,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,10.7,0,TRUE,TRUE
detections_hospitalisations,2022-W44,iso_week,CHFL,CHFL,BA.4,positive,pcr,3,2.3,0.3,14.6,1.4,TRUE,FALSE
detections_hospitalisations,2022-W44,iso_week,CHFL,CHFL,BA.5,positive,pcr,83,64.3,47,78.6,62.5,TRUE,TRUE
detections_hospitalisations,2022-W44,iso_week,CHFL,CHFL,BQ.1,positive,pcr,41,31.8,18.4,49.1,33,TRUE,TRUE
detections_hospitalisations,2022-W44,iso_week,CHFL,CHFL,XBB,positive,pcr,0,0,0,10.7,0.4,TRUE,TRUE
detections_hospitalisations,2022-W44,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,10.7,0.2,TRUE,FALSE
samples_hospitalisations,2022-W44,iso_week,CHFL,CHFL,all,positive,pcr,129,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2022-W45,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,9.1,0.2,TRUE,FALSE
detections_hospitalisations,2022-W45,iso_week,CHFL,CHFL,BA.2,positive,pcr,1,0.6,0,10.2,0.2,TRUE,FALSE
detections_hospitalisations,2022-W45,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,3,1.9,0.3,12.3,2,TRUE,TRUE
detections_hospitalisations,2022-W45,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,9.1,0,TRUE,TRUE
detections_hospitalisations,2022-W45,iso_week,CHFL,CHFL,BA.4,positive,pcr,3,1.9,0.3,12.3,1.6,TRUE,FALSE
detections_hospitalisations,2022-W45,iso_week,CHFL,CHFL,BA.5,positive,pcr,80,51.6,36.4,66.5,54.4,TRUE,TRUE
detections_hospitalisations,2022-W45,iso_week,CHFL,CHFL,BQ.1,positive,pcr,65,41.9,27.8,57.6,40.8,TRUE,TRUE
detections_hospitalisations,2022-W45,iso_week,CHFL,CHFL,XBB,positive,pcr,2,1.3,0.1,11.3,0.4,TRUE,TRUE
detections_hospitalisations,2022-W45,iso_week,CHFL,CHFL,other,positive,pcr,1,0.6,0,10.2,0.2,TRUE,FALSE
samples_hospitalisations,2022-W45,iso_week,CHFL,CHFL,all,positive,pcr,155,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2022-W46,iso_week,CHFL,CHFL,BA.1,positive,pcr,1,0.7,0,10.4,0.2,TRUE,FALSE
detections_hospitalisations,2022-W46,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,9.3,0.2,TRUE,FALSE
detections_hospitalisations,2022-W46,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,4,2.6,0.5,13.6,3.5,TRUE,TRUE
detections_hospitalisations,2022-W46,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,9.3,0,TRUE,TRUE
detections_hospitalisations,2022-W46,iso_week,CHFL,CHFL,BA.4,positive,pcr,1,0.7,0,10.4,1.6,TRUE,FALSE
detections_hospitalisations,2022-W46,iso_week,CHFL,CHFL,BA.5,positive,pcr,72,47.4,32.4,62.8,42.6,TRUE,TRUE
detections_hospitalisations,2022-W46,iso_week,CHFL,CHFL,BQ.1,positive,pcr,74,48.7,33.6,64,51.1,TRUE,TRUE
detections_hospitalisations,2022-W46,iso_week,CHFL,CHFL,XBB,positive,pcr,0,0,0,9.3,0.6,TRUE,TRUE
detections_hospitalisations,2022-W46,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,9.3,0.2,TRUE,FALSE
samples_hospitalisations,2022-W46,iso_week,CHFL,CHFL,all,positive,pcr,152,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2022-W47,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,7.6,0.2,TRUE,FALSE
detections_hospitalisations,2022-W47,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,7.6,0,TRUE,FALSE
detections_hospitalisations,2022-W47,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,11,5.9,1.9,16.5,4.2,TRUE,TRUE
detections_hospitalisations,2022-W47,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,7.6,0,TRUE,TRUE
detections_hospitalisations,2022-W47,iso_week,CHFL,CHFL,BA.4,positive,pcr,4,2.1,0.4,11.2,2.1,TRUE,FALSE
detections_hospitalisations,2022-W47,iso_week,CHFL,CHFL,BA.5,positive,pcr,54,28.7,17.7,42.9,34.2,TRUE,TRUE
detections_hospitalisations,2022-W47,iso_week,CHFL,CHFL,BQ.1,positive,pcr,118,62.8,48.4,75.2,59,TRUE,TRUE
detections_hospitalisations,2022-W47,iso_week,CHFL,CHFL,XBB,positive,pcr,1,0.5,0,8.6,0.2,TRUE,TRUE
detections_hospitalisations,2022-W47,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,7.6,0,TRUE,FALSE
samples_hospitalisations,2022-W47,iso_week,CHFL,CHFL,all,positive,pcr,188,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2022-W48,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,7.5,0.1,TRUE,FALSE
detections_hospitalisations,2022-W48,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,7.5,0,TRUE,FALSE
detections_hospitalisations,2022-W48,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,8,4.2,1.1,14,4.1,TRUE,TRUE
detections_hospitalisations,2022-W48,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,7.5,0,TRUE,TRUE
detections_hospitalisations,2022-W48,iso_week,CHFL,CHFL,BA.4,positive,pcr,7,3.6,0.9,13.3,3.2,TRUE,FALSE
detections_hospitalisations,2022-W48,iso_week,CHFL,CHFL,BA.5,positive,pcr,51,26.6,16.1,40.5,27.7,TRUE,TRUE
detections_hospitalisations,2022-W48,iso_week,CHFL,CHFL,BQ.1,positive,pcr,126,65.6,51.4,77.5,63.7,TRUE,TRUE
detections_hospitalisations,2022-W48,iso_week,CHFL,CHFL,XBB,positive,pcr,0,0,0,7.5,1,TRUE,TRUE
detections_hospitalisations,2022-W48,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,7.5,0.1,TRUE,FALSE
samples_hospitalisations,2022-W48,iso_week,CHFL,CHFL,all,positive,pcr,192,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2022-W49,iso_week,CHFL,CHFL,BA.1,positive,pcr,1,0.4,0,7,0.1,TRUE,FALSE
detections_hospitalisations,2022-W49,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,6.2,0,TRUE,FALSE
detections_hospitalisations,2022-W49,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,5,2.1,0.4,9.8,2.8,TRUE,TRUE
detections_hospitalisations,2022-W49,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,6.2,0,TRUE,TRUE
detections_hospitalisations,2022-W49,iso_week,CHFL,CHFL,BA.4,positive,pcr,9,3.9,1.1,12.4,3,TRUE,FALSE
detections_hospitalisations,2022-W49,iso_week,CHFL,CHFL,BA.5,positive,pcr,65,27.9,18,40.6,25.8,TRUE,TRUE
detections_hospitalisations,2022-W49,iso_week,CHFL,CHFL,BQ.1,positive,pcr,146,62.7,49.8,74,67.1,TRUE,TRUE
detections_hospitalisations,2022-W49,iso_week,CHFL,CHFL,XBB,positive,pcr,6,2.6,0.6,10.5,1,TRUE,TRUE
detections_hospitalisations,2022-W49,iso_week,CHFL,CHFL,other,positive,pcr,1,0.4,0,7,0.1,TRUE,FALSE
samples_hospitalisations,2022-W49,iso_week,CHFL,CHFL,all,positive,pcr,233,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2022-W50,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,7.2,0.1,TRUE,FALSE
detections_hospitalisations,2022-W50,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,7.2,0,TRUE,FALSE
detections_hospitalisations,2022-W50,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,4,2,0.3,10.5,2.4,TRUE,TRUE
detections_hospitalisations,2022-W50,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,7.2,0,TRUE,TRUE
detections_hospitalisations,2022-W50,iso_week,CHFL,CHFL,BA.4,positive,pcr,3,1.5,0.2,9.7,1.8,TRUE,FALSE
detections_hospitalisations,2022-W50,iso_week,CHFL,CHFL,BA.5,positive,pcr,46,22.9,13.4,36.2,24.6,TRUE,TRUE
detections_hospitalisations,2022-W50,iso_week,CHFL,CHFL,BQ.1,positive,pcr,147,73.1,59.5,83.5,69.6,TRUE,TRUE
detections_hospitalisations,2022-W50,iso_week,CHFL,CHFL,XBB,positive,pcr,1,0.5,0,8.1,1.4,TRUE,TRUE
detections_hospitalisations,2022-W50,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,7.2,0.1,TRUE,FALSE
samples_hospitalisations,2022-W50,iso_week,CHFL,CHFL,all,positive,pcr,201,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2022-W51,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,8.5,0,TRUE,FALSE
detections_hospitalisations,2022-W51,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,8.5,0,TRUE,FALSE
detections_hospitalisations,2022-W51,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,5,3,0.6,13.4,5.2,TRUE,TRUE
detections_hospitalisations,2022-W51,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,8.5,0,TRUE,TRUE
detections_hospitalisations,2022-W51,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,8.5,0.5,TRUE,FALSE
detections_hospitalisations,2022-W51,iso_week,CHFL,CHFL,BA.5,positive,pcr,38,22.9,12.7,37.7,22.2,TRUE,TRUE
detections_hospitalisations,2022-W51,iso_week,CHFL,CHFL,BQ.1,positive,pcr,121,72.9,57.8,84.1,70.8,TRUE,TRUE
detections_hospitalisations,2022-W51,iso_week,CHFL,CHFL,XBB,positive,pcr,2,1.2,0.1,10.6,1.3,TRUE,TRUE
detections_hospitalisations,2022-W51,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,8.5,0,TRUE,FALSE
samples_hospitalisations,2022-W51,iso_week,CHFL,CHFL,all,positive,pcr,166,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2022-W52,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,10,0,TRUE,FALSE
detections_hospitalisations,2022-W52,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,10,0.4,TRUE,FALSE
detections_hospitalisations,2022-W52,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,15,10.7,4.1,25.2,7.2,TRUE,TRUE
detections_hospitalisations,2022-W52,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,10,0,TRUE,TRUE
detections_hospitalisations,2022-W52,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,10,0,TRUE,FALSE
detections_hospitalisations,2022-W52,iso_week,CHFL,CHFL,BA.5,positive,pcr,29,20.7,10.5,36.8,18.4,TRUE,TRUE
detections_hospitalisations,2022-W52,iso_week,CHFL,CHFL,BQ.1,positive,pcr,93,66.4,49.8,79.8,72.1,TRUE,TRUE
detections_hospitalisations,2022-W52,iso_week,CHFL,CHFL,XBB,positive,pcr,3,2.1,0.3,13.5,1.9,TRUE,TRUE
detections_hospitalisations,2022-W52,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,10,0,TRUE,FALSE
samples_hospitalisations,2022-W52,iso_week,CHFL,CHFL,all,positive,pcr,140,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W01,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,15.1,0,TRUE,FALSE
detections_hospitalisations,2023-W01,iso_week,CHFL,CHFL,BA.2,positive,pcr,1,1.1,0.1,17,0.4,TRUE,FALSE
detections_hospitalisations,2023-W01,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,7,8,2.1,26.7,10.8,TRUE,TRUE
detections_hospitalisations,2023-W01,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,15.1,0,TRUE,TRUE
detections_hospitalisations,2023-W01,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,15.1,0.6,TRUE,FALSE
detections_hospitalisations,2023-W01,iso_week,CHFL,CHFL,BA.5,positive,pcr,10,11.5,3.6,31,15.3,TRUE,TRUE
detections_hospitalisations,2023-W01,iso_week,CHFL,CHFL,BQ.1,positive,pcr,67,77,56.1,89.8,68.7,TRUE,TRUE
detections_hospitalisations,2023-W01,iso_week,CHFL,CHFL,XBB,positive,pcr,2,2.3,0.2,18.8,4.3,TRUE,TRUE
detections_hospitalisations,2023-W01,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,15.1,0,TRUE,FALSE
samples_hospitalisations,2023-W01,iso_week,CHFL,CHFL,all,positive,pcr,87,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W02,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,20.8,0,TRUE,FALSE
detections_hospitalisations,2023-W02,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,20.8,0.4,TRUE,FALSE
detections_hospitalisations,2023-W02,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,8,13.6,3.8,38.5,15.7,TRUE,TRUE
detections_hospitalisations,2023-W02,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,0,0,0,20.8,0,TRUE,TRUE
detections_hospitalisations,2023-W02,iso_week,CHFL,CHFL,BA.4,positive,pcr,1,1.7,0.1,23.4,0.6,TRUE,FALSE
detections_hospitalisations,2023-W02,iso_week,CHFL,CHFL,BA.5,positive,pcr,8,13.6,3.8,38.5,17.7,TRUE,TRUE
detections_hospitalisations,2023-W02,iso_week,CHFL,CHFL,BQ.1,positive,pcr,37,62.7,37.8,82.3,55.9,TRUE,TRUE
detections_hospitalisations,2023-W02,iso_week,CHFL,CHFL,XBB,positive,pcr,5,8.5,1.8,32.5,9.8,TRUE,TRUE
detections_hospitalisations,2023-W02,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,20.8,0,TRUE,FALSE
samples_hospitalisations,2023-W02,iso_week,CHFL,CHFL,all,positive,pcr,59,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W03,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,26.5,0,TRUE,FALSE
detections_hospitalisations,2023-W03,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,26.5,0,TRUE,FALSE
